file,alpha_eff,alpha_eff_err,lambda_kpc,lambda_kpc_err,chi2,dof,error
UGC01281_rotmod.dat,1.9999999999456293,2.000000000061306e-09,18.71838570961028,4.21874777294452,61.33418018234535,23.0,
UGC02023_rotmod.dat,,,,,,,too few valid rows
UGC02259_rotmod.dat,2.0,2.0000000001584122e-09,34.77404957386055,4.03729679606061,159.186797343216,6.0,
UGC02455_rotmod.dat,4.163336342344337e-16,2.000000000753932e-09,8.824999999999985,7.071065007187823,756.7248851307576,6.0,
UGC02487_rotmod.dat,1.4136690389977558,0.008413183701571327,99.99999999984843,2.000000002559426e-09,2559.4403089070806,15.0,
UGC02885_rotmod.dat,0.44432424656612,0.0179088597188619,78.12265793768564,4.019039390773974,598.7847741171263,17.0,
UGC02916_rotmod.dat,4.163336342344337e-16,2.000000010340305e-09,8.824999999999985,7.071024813306251,10406.897296693973,41.0,
UGC02953_rotmod.dat,0.14896247365696538,0.0011084709809489894,99.99999996221914,2.0000000514364324e-09,51436.44834990918,113.0,
UGC03205_rotmod.dat,0.47415716385490425,0.00521637576326484,94.63641674081937,3.801282604188898,3022.9354238902292,46.0,
UGC03546_rotmod.dat,0.11000470042645494,0.0027690395653647503,51.095269531507284,3.973178304156773,1731.205775291383,28.0,
UGC03580_rotmod.dat,0.11165448849414035,0.005092220822128534,66.70928907267024,3.9414749409420384,14734.760432558947,45.0,
UGC04278_rotmod.dat,1.8644779064736339,0.06502129280448679,24.075963566909394,4.330166450111327,146.12010315585704,23.0,
UGC04305_rotmod.dat,4.163336342344337e-16,2.0000000000520815e-09,8.824999999999985,7.071068147371095,52.50884693084778,20.0,
UGC04325_rotmod.dat,1.9999999999779912,2.0000000000394376e-09,9.358501006025161,1.9288856020556446,39.492100618717494,6.0,
UGC04483_rotmod.dat,1.3538696622449187,0.09127708439559017,11.1457263787672,6.202957342142611,14.882612474776092,6.0,
UGC04499_rotmod.dat,1.2670165988737323,0.048649319250412014,23.33380323544721,4.364891984240267,53.342033543275704,7.0,
UGC05005_rotmod.dat,1.4732805534331066,0.14392853294331506,30.831629698941608,4.295450836967043,50.592627826589236,9.0,
UGC05253_rotmod.dat,5.412337245047638e-16,2.0000000121383214e-09,10.624999999999979,7.0710248132647635,12203.064285981545,71.0,
UGC05414_rotmod.dat,0.7689026257707029,0.05341535230469745,15.450300546417,5.008107452654292,22.46254753365328,4.0,
UGC05716_rotmod.dat,1.9999999999957185,2.000000002884768e-09,68.67322706987613,3.782116404497463,2892.918073574324,10.0,
UGC05721_rotmod.dat,2.0,2.0000000003873477e-09,28.478781241671744,4.191037834824118,387.56773358907816,21.0,
UGC05750_rotmod.dat,1.4492163267678948,0.13954293365205206,19.444452510392217,4.6371079596967615,10.976387682973655,9.0,
UGC05764_rotmod.dat,2.0,2.000000005711623e-09,37.4877158710178,3.977911929158024,5719.265874883389,8.0,
UGC05829_rotmod.dat,1.9102517855649706,0.13722279153352152,13.85881128944801,5.025527510480386,12.293918499098254,9.0,
UGC05918_rotmod.dat,1.9999999987645878,2.000000000026353e-09,15.397182699038364,4.9476546359154145,26.385305509351586,6.0,
UGC05986_rotmod.dat,1.3388896617113697,0.024413777513269272,36.12220551619974,4.048643534077422,414.6854999963784,13.0,
UGC05999_rotmod.dat,,,,,,,too few valid rows
UGC06399_rotmod.dat,1.7232843226318446,0.08360100862661371,19.619477079262474,4.566445285874175,18.324366646898692,7.0,
UGC06446_rotmod.dat,1.9999999999999996,2.0000000001252526e-09,30.435031740041474,4.136305472133755,125.62066600825354,15.0,
UGC06614_rotmod.dat,4.163336342344337e-16,2.000000000210011e-09,8.824999999999985,7.071067519334107,210.3883863733363,11.0,
UGC06628_rotmod.dat,2.0064742635000903e-15,2.0000000000076197e-09,9.999998225669046,7.071067754847958,7.670312378891376,5.0,
UGC06667_rotmod.dat,1.999999999999908,2.000000000643467e-09,33.246754935083274,4.0935870947344375,644.0872761405036,7.0,
UGC06786_rotmod.dat,0.7180232344396422,0.004788165140272313,99.99999998910566,2.0000000127747227e-09,12774.726205925399,43.0,
UGC06787_rotmod.dat,0.4066656906069339,0.0024353267128564907,99.99999999761894,2.0000000265386318e-09,26538.63718539012,69.0,
UGC06818_rotmod.dat,0.5768474370421977,0.07775015478252471,17.615816815549323,4.807622934280482,74.89118076242997,6.0,
UGC06917_rotmod.dat,1.05044176666861,0.038440885787088964,26.290334713628233,4.265730601900602,71.97294178636352,9.0,
UGC06923_rotmod.dat,0.48117157789547815,0.0607957706790682,14.257932416236132,5.230428867293452,21.739013817553623,4.0,
UGC06930_rotmod.dat,1.1202914690878059,0.06297135844012848,24.268830307089537,4.328453838889189,19.713966369118328,8.0,
UGC06973_rotmod.dat,4.163336342344337e-16,2.00000000350018e-09,8.824999999999985,7.071065007188482,3516.105930004745,7.0,
UGC06983_rotmod.dat,1.7782715985334545,0.0498825739995083,31.298869760580033,4.124273919506031,85.1597226931035,15.0,
UGC07089_rotmod.dat,0.46799264278295877,0.05107511566480509,18.143230736686917,4.769350273037257,27.37518117002883,10.0,
UGC07125_rotmod.dat,0.7577890807605887,0.030867814939719712,29.87665023289534,4.152816189289686,62.99525367155196,11.0,
UGC07151_rotmod.dat,0.6824271163996967,0.028817361187161283,17.725874576216363,4.716643554723085,32.35207480103815,9.0,
UGC07232_rotmod.dat,,,,,,,too few valid rows
UGC07261_rotmod.dat,1.081156509590241,0.09292020734135796,16.260079916646326,4.919261314962524,15.985923424601172,5.0,
UGC07323_rotmod.dat,0.3765448573702753,0.038671382123735644,15.338413544726304,5.046986114869342,16.813303214782408,8.0,
UGC07399_rotmod.dat,1.9999999999999996,2.0000000004710485e-09,30.347409602106527,4.13306547558762,471.85552517155725,8.0,
UGC07524_rotmod.dat,1.915353979471456,0.06192825964763135,16.19002316043388,3.001439731088517,53.4673683488298,29.0,
UGC07559_rotmod.dat,0.7203415823494765,0.11494772901183409,11.22083669380095,6.178314227908727,7.222426693544251,5.0,
UGC07577_rotmod.dat,1.579542782122378e-16,2.0000000000037832e-09,9.999999374942565,7.07106783335258,3.7906408832304894,7.0,
UGC07603_rotmod.dat,1.9999999999999958,2.0000000002089633e-09,22.046954593386523,4.413188356294149,208.9854580251742,10.0,
UGC07608_rotmod.dat,2.0,2.0000000000514747e-09,17.08138543010346,4.802238032356993,51.51574512059908,6.0,
UGC07690_rotmod.dat,0.5777944999800243,0.06424356956578688,13.549635638116953,5.369829583226828,15.003765700456574,5.0,
UGC07866_rotmod.dat,0.8911982487206163,0.1486466295244984,10.634599429772312,6.534400390641002,1.6130102304917477,5.0,
UGC08286_rotmod.dat,2.0,2.000000000471134e-09,42.58761929225676,3.950039921469313,472.6038361969719,15.0,
UGC08490_rotmod.dat,1.9999999999999998,2.000000000611493e-09,42.21383667959479,3.971251171413504,612.1490321234687,28.0,
UGC08550_rotmod.dat,2.0,2.00000000022385e-09,27.62792737901495,4.20026736258611,224.2067759162868,9.0,
UGC08699_rotmod.dat,0.04110273462116071,0.00563247784978834,34.95845515319441,4.36014272471887,1853.3725311694182,39.0,
UGC08837_rotmod.dat,0.3378083358176378,0.05585093339512286,13.772068472268694,5.340122100153228,36.42956023478618,6.0,
UGC09037_rotmod.dat,4.163336342344337e-16,2.0000000008104043e-09,8.824999999999985,7.071065007187823,814.2003665307874,20.0,
UGC09133_rotmod.dat,5.412337245047638e-16,2.000000059269584e-09,10.624999999999979,7.071105202168398,59214.79602324548,66.0,
UGC09992_rotmod.dat,,,,,,,too few valid rows
UGC10310_rotmod.dat,1.3720260828034254,0.10914356366420697,13.879432347133283,5.03047642855859,4.435127217891266,5.0,
UGC11455_rotmod.dat,4.163336342344337e-16,2.0000000014097285e-09,8.824999999999985,7.07106500719375,1416.5000394554413,34.0,
UGC11557_rotmod.dat,4.163336342344337e-16,2.0000000000799157e-09,8.824999999999985,7.071068147371095,80.39356493717591,10.0,
UGC11820_rotmod.dat,2.0,2.0000000006107167e-09,66.41729331224332,3.8063953674855124,613.3052063139291,8.0,
UGC11914_rotmod.dat,4.163336342344337e-16,2.0000000009426175e-09,8.824999999999985,7.071065007190457,962.6318636740732,63.0,
UGC12506_rotmod.dat,1.2599590633448945,0.0355269417866508,53.70122494968979,3.8866846921616296,103.82219777330558,29.0,
UGC12632_rotmod.dat,2.0,2.0000000000488923e-09,29.50961661730031,4.046343118983984,49.127024666461764,13.0,
UGC12732_rotmod.dat,2.0,2.0000000001912443e-09,44.84935799173918,3.940474915822995,191.83255565266768,14.0,
UGCA281_rotmod.dat,0.8200072124489064,0.06597903324957353,10.60718857201299,6.546418402049623,8.255057318588946,5.0,
UGCA442_rotmod.dat,2.0,2.0000000012859335e-09,41.54739230398519,3.966866170908875,1287.3092813400679,6.0,
UGCA444_rotmod.dat,1.9999999999999996,2.0000000000489374e-09,14.780713928492132,5.083024862011948,49.01467163853779,34.0,
