radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.28,11.9,7.89,6.22,0.0,0.95
0.87,34.8,7.89,17.64,0.0,2.93
1.46,58.5,8.68,27.33,0.0,4.98
2.05,81.5,14.2,35.16,0.0,7.2
2.35,91.8,17.5,37.71,0.0,8.24
4.76,114.0,8.68,45.06,0.0,16.62
7.86,116.0,8.68,41.16,0.0,34.33
8.7,117.0,16.6,40.09,0.0,39.57
10.18,118.0,51.9,38.11,0.0,39.57
10.47,118.0,40.3,37.78,0.0,39.57
