radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
1.33,175.0,13.6,53.18,236.8,0.0
2.34,237.0,3.65,84.9,258.48,0.0
3.33,247.0,3.81,110.89,258.69,0.0
4.34,242.0,3.56,133.39,255.32,0.0
5.35,240.0,4.2,152.34,247.96,0.11
6.34,233.0,4.59,168.35,242.98,0.0
7.34,233.0,4.63,182.51,235.83,0.0
8.32,247.0,6.41,192.78,226.67,1.96
9.34,248.0,7.64,198.8,216.7,15.34
10.38,242.0,9.05,207.14,206.98,25.14
11.36,252.0,12.5,211.69,198.54,33.65
12.34,245.0,8.72,213.57,190.81,41.56
13.32,247.0,4.44,217.57,183.83,48.79
14.3,238.0,9.29,223.69,177.48,54.63
15.47,249.0,9.98,231.69,170.69,60.46
16.35,250.0,6.15,234.56,166.06,63.83
17.92,253.0,6.96,238.09,158.63,68.08
19.1,258.0,15.4,241.54,153.66,69.27
22.52,254.0,6.51,240.74,141.52,67.69
26.05,256.0,7.73,225.1,131.58,66.4
29.48,255.0,8.5,208.87,123.68,63.14
33.0,244.0,5.75,195.11,116.89,61.55
36.43,246.0,4.24,185.57,111.25,65.91
