radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.71,24.1,7.55,14.22,0.0,0.75
1.42,33.6,5.02,19.97,0.0,2.55
2.14,44.8,3.38,23.97,0.0,7.39
2.85,54.4,2.9,26.52,0.0,10.7
3.55,57.4,2.89,27.06,0.0,12.26
4.26,61.4,3.44,28.45,0.0,12.02
4.97,63.8,3.64,29.24,0.0,14.16
5.69,65.5,3.82,29.3,0.0,15.95
6.4,67.6,3.54,30.76,0.0,18.56
7.11,69.2,2.91,29.42,0.0,22.61
7.82,70.3,2.79,28.8,0.0,26.3
8.52,71.4,2.93,27.59,0.0,28.44
9.25,73.2,3.0,27.31,0.0,29.27
9.95,73.0,2.81,26.87,0.0,30.7
10.66,73.1,2.79,26.73,0.0,31.41
