radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.82,107.0,25.6,32.7,0.0,8.12
2.46,159.0,26.5,79.76,0.0,22.67
4.1,194.0,13.9,107.57,0.0,31.68
5.74,198.0,14.6,124.14,0.0,34.72
7.38,211.0,13.2,137.6,0.0,31.78
9.02,222.0,13.6,155.68,0.0,23.89
10.65,230.0,11.6,168.58,0.0,14.68
12.29,239.0,11.6,175.29,0.0,14.98
13.93,237.0,11.6,175.91,0.0,26.72
15.57,240.0,11.6,176.17,0.0,39.88
17.21,245.0,11.6,175.33,0.0,50.51
18.85,249.0,11.6,172.3,0.0,57.09
20.49,248.0,11.6,168.12,0.0,60.02
22.13,250.0,11.6,164.68,0.0,60.43
23.77,255.0,11.6,161.19,0.0,58.91
25.41,244.0,14.9,157.33,0.0,57.29
27.05,244.0,11.6,153.64,0.0,58.0
28.68,249.0,11.6,149.77,0.0,61.94
30.32,251.0,11.6,146.07,0.0,65.99
31.96,249.0,11.6,143.32,0.0,67.21
33.6,244.0,12.9,140.67,0.0,64.98
35.24,239.0,16.2,138.0,0.0,62.25
36.88,238.0,18.4,135.58,0.0,61.64
38.52,241.0,24.9,133.6,0.0,63.36
40.16,237.0,23.0,131.71,0.0,64.98
41.8,228.0,14.0,130.03,0.0,64.88
43.44,233.0,16.9,129.69,0.0,63.87
45.08,233.0,13.7,130.42,0.0,64.47
46.71,230.0,11.6,123.79,0.0,69.03
48.35,226.0,11.6,119.55,0.0,76.21
49.99,225.0,11.6,116.42,0.0,82.59
