radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.32,284.0,34.7,26.79,189.88,-3.24
0.63,282.0,18.8,50.47,292.13,-2.41
0.95,281.0,12.6,72.14,320.6,-0.21
1.26,280.0,10.6,90.82,326.59,2.45
1.58,280.0,10.8,108.12,325.9,3.54
1.89,279.0,7.67,123.29,320.4,4.4
2.21,279.0,11.2,137.43,313.32,5.23
2.52,279.0,4.45,149.84,305.5,6.01
2.84,279.0,5.03,161.33,297.22,6.75
3.15,279.0,4.26,171.56,290.7,7.48
3.47,279.0,4.14,181.11,286.88,8.19
3.79,279.0,5.73,189.8,283.42,8.9
4.1,280.0,4.52,197.34,279.37,9.6
4.42,280.0,4.86,204.41,274.03,10.25
4.73,280.0,1.59,210.6,267.5,10.97
5.05,281.0,1.85,215.35,260.4,11.69
5.36,282.0,4.81,218.91,253.49,12.31
5.68,282.0,20.3,222.04,246.69,13.02
5.99,283.0,12.8,224.98,240.45,13.74
6.31,284.0,8.08,228.22,234.35,14.46
6.62,284.0,7.81,231.93,228.92,15.07
6.94,285.0,10.4,235.94,223.68,15.79
7.57,286.0,6.82,242.45,214.14,17.23
7.89,287.0,13.4,243.91,209.75,17.95
8.2,287.0,10.5,244.06,205.73,18.77
8.31,288.0,2.93,244.14,204.35,18.97
8.52,288.0,5.58,244.43,201.86,19.59
8.83,288.0,5.74,245.34,198.26,20.3
9.15,288.0,7.0,245.9,194.78,21.12
9.78,289.0,12.7,245.25,188.37,22.56
10.1,289.0,3.89,244.0,185.3,23.18
11.04,288.0,5.02,239.18,177.32,25.23
11.36,288.0,3.39,237.64,174.8,25.74
11.67,288.0,10.7,236.26,172.47,26.35
13.57,285.0,4.07,230.28,159.94,29.02
13.88,284.0,8.92,229.01,158.15,29.38
14.2,284.0,5.69,228.03,156.35,29.84
16.61,278.0,9.14,219.86,144.57,32.61
19.35,273.0,6.1,212.46,133.94,35.69
22.19,269.0,2.26,201.82,125.08,39.89
24.92,265.0,1.32,194.49,118.03,44.61
27.66,262.0,3.15,187.22,112.03,49.22
30.5,257.0,4.71,179.93,106.69,51.48
33.23,252.0,4.96,173.14,102.21,51.89
35.96,247.0,2.58,166.11,98.25,50.25
38.8,242.0,2.52,159.33,94.59,48.3
41.54,238.0,2.3,153.43,91.42,47.17
44.27,235.0,0.63,147.95,88.55,47.68
47.11,236.0,1.4,142.73,85.84,49.73
49.84,239.0,2.07,138.21,83.46,50.56
52.58,242.0,2.63,133.98,81.25,49.43
55.42,245.0,1.64,129.96,79.14,49.12
58.15,247.0,1.31,126.43,77.26,50.56
60.89,246.0,2.14,123.2,75.51,53.22
63.62,243.0,4.0,120.17,73.87,53.84
66.46,239.0,4.67,117.27,72.27,53.63
69.19,234.0,5.12,114.7,70.83,53.12
71.93,230.0,2.1,112.26,69.47,53.02
74.77,228.0,1.32,109.91,68.14,53.32
77.5,228.0,1.6,107.81,66.93,54.04
80.23,227.0,3.16,105.81,65.78,54.66
83.07,226.0,3.48,103.86,64.64,54.96
85.81,224.0,3.71,102.09,63.6,54.86
88.54,222.0,1.49,100.4,62.62,54.35
91.38,222.0,1.18,98.74,61.64,53.73
94.12,224.0,1.22,97.22,60.73,53.22
99.69,227.0,2.8,94.34,59.01,52.91
108.31,229.0,4.12,90.37,56.61,51.38
