radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
1.74,56.9,6.6,57.53,0.0,0.0
2.61,87.4,4.8,63.17,0.0,0.0
3.5,92.1,5.7,61.1,0.0,0.0
4.37,93.5,5.2,59.01,0.0,8.69
5.24,98.2,4.4,57.64,0.0,16.6
6.11,99.7,4.4,56.44,0.0,18.86
6.98,102.0,3.5,56.03,0.0,23.82
7.85,107.0,4.4,55.57,0.0,29.74
8.72,108.0,4.4,54.32,0.0,30.17
9.6,110.0,4.4,52.55,0.0,31.9
10.47,113.0,4.4,51.23,0.0,35.89
11.35,110.0,5.2,49.57,0.0,38.26
12.19,108.0,5.7,47.76,0.0,39.33
13.12,109.0,8.6,45.68,0.0,40.63
13.94,108.0,9.8,43.38,0.0,40.95
14.86,108.0,9.8,41.42,0.0,40.63
15.68,109.0,12.3,39.99,0.0,40.09
