radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.49,13.8,1.6,12.31,0.0,3.74
0.99,21.6,0.8,14.55,0.0,7.46
1.48,28.9,0.7,12.95,0.0,10.87
1.97,34.3,0.5,11.54,0.0,13.32
2.47,38.2,0.4,10.18,0.0,14.77
2.96,42.0,0.2,9.16,0.0,16.2
3.46,44.6,0.2,8.37,0.0,17.6
3.95,46.3,0.2,7.77,0.0,17.91
4.44,47.4,0.3,7.29,0.0,17.48
4.94,48.2,0.6,6.89,0.0,16.93
5.43,47.4,0.7,6.55,0.0,16.28
5.92,45.5,1.3,6.26,0.0,15.64
