radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.09,11.2,2.02,12.72,0.0,0.32
0.26,26.5,1.03,26.94,0.0,0.96
0.43,33.7,1.03,35.34,0.0,1.6
0.6,32.7,1.12,40.03,0.0,2.25
0.77,33.7,1.03,43.26,0.0,2.89
0.94,35.7,2.24,45.85,0.0,3.55
1.11,37.8,3.35,48.05,0.0,4.2
1.28,41.8,3.35,48.94,0.0,4.86
1.46,43.9,2.14,50.17,0.0,5.23
1.63,44.9,1.25,51.3,0.0,5.36
2.05,53.2,1.6,53.95,0.0,5.65
2.74,64.3,0.9,56.61,0.0,9.45
3.42,73.1,2.4,56.83,0.0,11.66
4.11,76.2,4.4,58.16,0.0,15.23
4.79,78.4,3.8,56.9,0.0,19.76
5.48,83.1,3.1,53.88,0.0,23.04
6.16,88.0,3.0,50.76,0.0,26.02
6.85,89.9,2.4,47.3,0.0,27.47
7.53,90.6,2.8,43.89,0.0,29.11
8.21,91.6,2.6,41.41,0.0,31.03
8.9,92.3,1.4,39.37,0.0,32.1
9.57,90.9,1.0,37.7,0.0,32.38
10.31,89.6,2.7,36.11,0.0,32.77
10.96,89.4,2.7,34.88,0.0,32.48
