radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.42,14.2,1.91,4.78,0.0,4.87
1.26,28.6,1.82,10.76,0.0,13.14
2.11,41.0,1.74,13.6,0.0,19.65
2.96,49.0,1.91,13.29,0.0,22.42
3.79,54.8,2.05,12.56,0.0,22.82
4.65,56.4,3.12,12.33,0.0,21.37
5.48,57.8,2.83,12.04,0.0,18.73
6.33,56.5,0.65,10.62,0.0,16.75
