radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.1,6.29,4.62,1.96,0.0,-1.13
0.3,13.9,4.62,6.31,0.0,-2.45
0.49,15.6,4.62,9.67,0.0,-0.64
0.69,18.4,4.62,13.92,0.0,2.49
0.89,22.5,4.62,15.16,0.0,1.87
1.09,26.5,4.62,16.41,0.0,4.97
1.29,35.3,4.62,17.34,0.0,9.29
1.48,40.5,4.62,18.34,0.0,13.62
1.68,44.2,4.89,19.12,0.0,16.26
1.88,46.3,4.62,19.54,0.0,18.16
2.08,46.4,4.62,19.1,0.0,19.64
2.27,46.3,4.62,18.77,0.0,20.17
2.37,46.4,6.73,18.61,0.0,20.59
2.98,46.9,8.65,17.21,0.0,22.17
