radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.34,13.5,10.1,44.78,0.0,4.08
0.67,31.3,12.5,48.88,0.0,7.65
1.0,35.3,13.4,46.82,0.0,10.36
1.34,50.5,9.38,43.88,0.0,11.92
1.68,61.0,10.1,40.74,0.0,12.33
2.01,66.5,11.9,38.01,0.0,12.44
2.34,74.4,11.6,35.66,0.0,12.54
2.67,83.0,9.17,33.66,0.0,12.44
3.01,86.4,7.66,31.74,0.0,12.13
3.35,83.6,8.18,29.95,0.0,12.02
3.68,79.8,7.93,28.46,0.0,12.54
4.02,82.8,6.95,27.13,0.0,13.47
4.35,83.5,7.19,25.93,0.0,14.61
4.68,80.4,7.85,24.93,0.0,15.44
5.02,80.3,7.57,24.0,0.0,15.86
5.35,82.1,7.92,23.2,0.0,15.86
5.69,82.4,8.33,22.42,0.0,15.65
6.03,80.9,7.88,21.74,0.0,15.44
6.36,79.0,6.15,21.15,0.0,15.65
6.69,81.4,6.11,20.57,0.0,16.27
7.02,79.7,5.59,20.07,0.0,17.1
7.36,77.5,6.33,19.59,0.0,17.83
7.7,79.9,6.41,19.12,0.0,17.93
8.03,81.5,7.86,18.72,0.0,18.24
8.37,82.2,7.82,18.33,0.0,18.65
8.7,82.0,7.09,17.95,0.0,18.97
9.03,84.7,5.74,17.62,0.0,19.38
9.37,86.1,5.54,17.3,0.0,19.59
9.7,85.3,5.23,16.98,0.0,19.9
10.04,86.5,6.45,16.69,0.0,19.9
