radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
1.95,32.0,10.0,23.82,0.0,7.85
3.88,57.6,10.0,35.57,0.0,15.1
5.83,70.9,7.0,33.21,0.0,20.84
7.78,77.0,6.0,32.58,0.0,25.68
9.72,82.5,6.0,31.97,0.0,29.5
11.66,84.3,6.0,29.08,0.0,30.81
13.59,83.9,6.0,26.58,0.0,28.8
