radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
2.67,221.0,20.0,317.9,136.84,-12.02
3.21,237.0,13.0,344.05,124.77,-12.52
3.74,249.0,8.0,365.51,115.63,-12.91
4.27,250.0,5.0,368.89,108.22,-12.71
4.81,253.0,5.0,367.77,101.96,-11.52
5.35,257.0,5.0,371.23,96.68,-9.56
5.88,257.0,5.0,365.05,92.22,-6.26
6.41,257.0,5.0,360.1,88.33,4.8
7.48,257.0,5.0,345.54,81.76,12.22
8.55,255.0,5.0,324.23,76.48,16.59
9.62,248.0,6.0,311.29,72.1,22.45
10.66,247.0,6.0,299.93,68.49,28.21
11.74,246.0,6.0,288.64,65.26,33.77
12.83,244.0,6.0,280.42,62.43,38.94
13.91,242.0,4.0,272.13,59.96,43.31
15.0,238.0,3.0,263.74,57.74,45.59
16.08,236.0,3.0,256.44,55.77,47.38
17.07,233.0,3.0,250.86,54.12,49.66
18.15,234.0,3.0,245.89,52.49,53.93
19.24,236.0,3.0,242.0,50.98,57.71
20.32,237.0,3.0,237.62,49.61,60.09
21.41,238.0,3.0,231.06,48.33,61.78
22.49,240.0,3.0,224.49,47.15,63.67
23.48,238.0,3.0,219.56,46.15,64.56
24.57,237.0,3.0,214.35,45.11,62.97
25.65,236.0,3.0,209.72,44.15,61.48
26.74,238.0,3.0,205.21,43.24,60.79
27.82,239.0,3.0,200.95,42.4,59.4
28.91,239.0,3.0,196.85,41.59,57.31
29.89,241.0,4.0,193.34,40.9,55.13
30.98,236.0,4.0,189.65,40.18,52.84
32.06,236.0,5.0,186.2,39.49,51.55
33.15,239.0,5.0,182.89,38.84,51.35
34.23,237.0,5.0,179.88,38.22,50.86
35.32,241.0,7.0,177.27,37.63,49.27
36.31,238.0,9.0,173.78,37.11,47.97
