radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.47,15.3,4.4,12.99,0.0,0.25
1.41,41.0,4.36,32.88,0.0,0.88
2.35,60.7,4.4,41.13,0.0,1.88
3.29,74.9,4.4,42.43,0.0,3.41
4.22,83.0,6.28,44.37,0.0,5.43
5.17,86.8,4.4,46.69,0.0,7.8
6.11,89.4,4.4,48.85,0.0,10.44
7.05,92.5,4.4,49.34,0.0,13.15
7.99,94.7,4.4,50.15,0.0,16.07
8.92,96.3,4.4,49.17,0.0,18.98
9.87,97.8,4.4,49.76,0.0,21.99
10.79,98.8,4.62,50.33,0.0,25.0
11.8,99.5,4.4,50.68,0.0,27.82
12.6,99.7,5.14,50.19,0.0,30.02
