radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.87,47.1,8.2,39.16,0.0,2.5
1.74,65.9,6.6,48.78,0.0,5.78
2.61,76.1,5.6,56.83,0.0,11.64
3.5,85.7,5.6,59.49,0.0,13.9
4.37,96.6,5.2,65.42,0.0,17.89
5.24,99.3,5.2,68.37,0.0,23.49
6.11,103.0,5.2,71.96,0.0,25.97
6.98,107.0,5.2,75.74,0.0,27.48
7.85,111.0,5.2,78.27,0.0,31.47
8.72,114.0,6.1,80.37,0.0,35.45
9.6,115.0,6.1,78.73,0.0,36.42
10.47,111.0,5.6,74.74,0.0,37.82
11.35,110.0,5.6,70.87,0.0,41.81
12.31,111.0,5.2,67.15,0.0,40.2
13.12,109.0,4.8,64.51,0.0,38.58
14.05,108.0,4.4,61.97,0.0,38.15
14.98,109.0,5.2,59.84,0.0,39.01
16.03,111.0,5.3,57.82,0.0,38.26
16.95,110.0,4.9,56.23,0.0,36.53
17.88,109.0,4.9,54.53,0.0,37.39
18.93,110.0,5.3,52.76,0.0,36.86
19.97,112.0,10.2,51.32,0.0,35.67
21.02,113.0,11.5,49.87,0.0,35.35
