radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.51,143.0,33.1,195.66,0.0,-3.74
0.69,160.0,15.0,213.36,0.0,-4.96
0.86,178.0,7.92,228.63,0.0,-6.2
1.03,188.0,8.01,242.31,0.0,-7.39
1.2,187.0,8.03,244.99,0.0,-8.46
1.38,195.0,5.6,248.08,0.0,-9.15
1.55,199.0,7.52,251.75,0.0,-9.58
1.71,203.0,6.87,258.35,0.0,-9.77
1.89,206.0,9.22,262.92,0.0,-9.95
2.06,211.0,12.0,270.25,0.0,-9.95
2.23,219.0,13.3,275.1,0.0,-9.95
2.41,216.0,9.9,276.83,0.0,-10.14
2.58,214.0,10.5,274.55,0.0,-10.6
2.75,213.0,8.39,274.06,0.0,-11.16
2.92,210.0,13.3,273.74,0.0,-11.53
3.09,214.0,6.67,275.23,0.0,-11.25
3.26,213.0,9.98,276.33,0.0,-9.77
3.43,212.0,11.2,278.46,0.0,-7.06
3.61,215.0,9.11,278.97,0.0,2.4
3.78,217.0,10.1,280.87,0.0,7.87
3.95,219.0,8.05,281.76,0.0,10.51
4.12,220.0,8.29,282.78,0.0,12.28
4.29,218.0,8.42,281.57,0.0,13.95
4.46,220.0,9.71,279.92,0.0,15.63
4.64,220.0,20.1,276.26,0.0,17.49
4.81,216.0,23.5,272.38,0.0,19.07
4.98,220.0,14.6,268.13,0.0,20.0
5.15,218.0,12.2,264.51,0.0,20.46
5.32,213.0,23.1,260.81,0.0,20.65
5.49,215.0,21.2,257.41,0.0,20.74
5.67,216.0,18.3,254.02,0.0,21.02
5.84,208.0,31.7,251.09,0.0,21.3
6.01,212.0,25.3,248.27,0.0,21.67
6.19,213.0,23.8,245.66,0.0,22.04
6.35,216.0,19.6,243.33,0.0,22.51
6.64,210.0,25.0,238.82,0.0,23.63
8.82,210.0,10.7,209.65,0.0,34.97
11.07,210.0,10.7,188.05,0.0,43.44
13.32,206.0,6.25,172.02,0.0,45.95
15.49,206.0,6.25,159.31,0.0,45.39
17.74,206.0,10.7,147.38,0.0,42.23
