radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.34,38.8,3.69,27.87,0.0,0.91
0.68,50.1,3.69,39.52,0.0,7.1
1.02,60.2,3.69,44.52,0.0,10.23
1.36,68.2,3.69,46.26,0.0,12.18
1.69,72.8,3.69,45.8,0.0,14.42
2.03,75.3,3.69,45.05,0.0,15.29
2.37,76.6,3.69,43.11,0.0,18.41
2.7,77.6,3.69,41.2,0.0,20.65
3.05,78.5,3.69,39.62,0.0,21.24
3.38,78.2,3.69,38.18,0.0,22.11
3.72,78.8,3.69,36.93,0.0,23.77
4.06,79.2,3.69,35.68,0.0,25.04
4.39,79.2,3.69,34.2,0.0,24.74
4.74,79.2,3.69,32.41,0.0,24.74
5.08,78.8,3.69,31.05,0.0,23.87
5.41,78.5,3.69,29.85,0.0,22.31
5.75,80.1,3.69,28.79,0.0,22.6
6.09,80.1,3.69,27.84,0.0,23.18
6.42,80.1,3.69,26.98,0.0,22.99
6.77,80.1,3.69,26.18,0.0,22.99
7.11,79.8,3.69,25.47,0.0,22.8
7.44,79.8,3.69,24.82,0.0,23.87
7.78,79.5,3.69,24.22,0.0,24.06
8.12,79.5,3.69,23.66,0.0,22.89
8.46,78.8,3.69,23.15,0.0,23.09
8.8,77.9,3.69,22.65,0.0,23.38
9.13,77.2,3.69,22.21,0.0,22.8
9.47,77.6,3.69,21.79,0.0,22.21
9.77,76.6,3.69,21.43,0.0,22.21
10.15,77.6,3.69,21.0,0.0,22.5
