radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
1.31,12.0,5.0,11.06,0.0,4.66
2.63,21.7,5.0,16.85,0.0,9.66
3.93,28.6,5.0,23.41,0.0,13.79
5.24,29.5,5.0,24.18,0.0,16.46
6.55,28.6,5.0,23.59,0.0,18.52
7.87,27.3,5.0,23.33,0.0,20.17
