radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
1.5,164.0,28.2,179.05,0.0,3.86
2.52,194.0,32.0,226.49,0.0,5.64
3.46,175.0,25.2,215.85,0.0,6.85
4.32,185.0,31.5,220.68,0.0,7.4
5.43,175.0,27.9,221.66,0.0,6.0
6.38,167.0,27.2,211.57,0.0,4.74
7.57,176.0,7.18,198.06,0.0,7.37
10.6,185.0,4.29,170.85,0.0,21.99
13.57,183.0,4.22,151.82,0.0,32.44
16.64,172.0,4.33,136.17,0.0,38.81
19.71,161.0,4.24,127.01,0.0,42.5
22.68,156.0,5.08,119.49,0.0,49.56
25.75,159.0,6.49,111.5,0.0,54.94
28.72,173.0,6.97,105.68,0.0,55.53
31.79,177.0,6.57,100.59,0.0,60.71
34.77,179.0,4.47,96.09,0.0,65.78
37.84,181.0,4.26,92.02,0.0,67.48
40.81,182.0,4.26,88.49,0.0,68.67
43.88,182.0,4.83,85.15,0.0,68.27
46.85,180.0,5.5,82.29,0.0,67.18
49.92,177.0,8.5,79.64,0.0,65.98
52.99,175.0,11.0,77.21,0.0,65.09
55.96,172.0,11.6,75.06,0.0,64.29
59.03,168.0,12.6,72.97,0.0,62.6
62.0,158.0,5.38,71.15,0.0,59.81
65.07,158.0,6.5,69.42,0.0,57.13
68.05,166.0,15.5,67.85,0.0,55.14
71.12,165.0,8.75,66.34,0.0,53.24
