radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.72,125.0,17.6,201.48,0.0,2.2
1.43,162.0,8.5,240.13,0.0,3.72
2.16,178.0,5.22,263.27,0.0,4.09
2.87,193.0,1.88,280.74,0.0,5.34
3.59,192.0,3.59,273.32,0.0,6.03
4.3,190.0,0.97,272.18,0.0,5.11
5.03,195.0,0.99,273.73,0.0,8.42
5.75,201.0,0.45,276.2,0.0,14.42
6.46,204.0,0.81,279.72,0.0,19.11
7.18,204.0,0.65,275.62,0.0,22.51
7.91,206.0,0.66,271.43,0.0,25.8
8.62,206.0,1.54,267.09,0.0,28.49
11.49,206.0,1.9,245.58,0.0,33.07
14.3,206.0,0.42,225.03,0.0,45.73
17.19,203.0,4.19,208.52,0.0,47.26
20.07,200.0,1.23,190.41,0.0,44.56
22.96,194.0,4.09,175.86,0.0,40.45
25.85,188.0,5.2,164.23,0.0,37.41
28.74,184.0,1.16,154.38,0.0,38.46
31.62,182.0,2.47,146.2,0.0,40.22
34.51,180.0,3.85,139.3,0.0,42.57
37.4,181.0,8.43,133.34,0.0,40.57
40.29,180.0,4.55,128.12,0.0,41.86
43.17,179.0,0.44,123.52,0.0,42.92
45.92,179.0,1.96,119.59,0.0,44.68
48.81,179.0,2.99,115.83,0.0,44.56
51.7,174.0,3.39,112.43,0.0,43.74
54.59,172.0,4.84,109.32,0.0,41.74
