radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
3.54,223.0,8.0,117.85,111.1,-9.23
4.23,230.0,6.13,124.82,101.71,-10.88
4.97,248.0,5.1,131.42,93.86,-12.52
5.74,258.0,6.6,141.81,87.33,-13.93
6.47,263.0,7.0,151.83,82.27,-14.91
7.22,272.0,6.25,163.57,77.87,-15.46
8.02,287.0,4.01,173.43,73.88,-16.0
8.79,289.0,7.25,181.85,70.57,-16.33
9.5,292.0,6.93,190.1,67.89,-16.22
10.27,302.0,10.4,200.43,65.29,-15.46
11.08,302.0,10.3,209.52,62.86,-13.5
11.82,304.0,10.4,214.14,60.86,-9.2
12.56,303.0,10.4,217.36,59.04,5.72
13.39,305.0,10.1,220.24,57.18,13.39
14.1,300.0,8.78,222.33,55.72,17.64
14.93,295.0,9.72,222.27,54.15,21.66
15.64,294.0,5.32,221.26,52.91,24.38
16.35,290.0,5.32,221.1,51.75,26.24
17.18,291.0,4.03,220.98,50.48,27.98
17.89,286.0,3.25,218.99,49.47,29.72
18.72,287.0,3.61,215.15,48.36,31.57
19.44,294.0,3.35,212.39,47.46,33.2
20.26,290.0,3.75,210.49,46.49,35.16
20.98,288.0,3.04,208.75,45.68,37.01
21.69,290.0,6.4,206.74,44.93,38.65
22.52,294.0,4.19,204.38,44.09,40.5
23.23,297.0,4.12,202.43,43.41,41.91
24.06,293.0,5.15,200.72,42.66,43.22
24.77,291.0,6.21,199.42,42.04,44.2
25.95,297.0,4.0,197.86,41.07,45.18
28.92,292.0,4.0,193.43,38.91,43.33
31.76,288.0,4.0,184.74,37.13,45.72
34.72,285.0,4.0,180.34,35.51,47.57
