radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.51,8.54,1.53,6.36,0.0,3.47
1.02,15.1,1.41,8.66,0.0,5.33
1.53,19.8,1.8,9.09,0.0,6.34
2.04,21.9,1.82,8.75,0.0,6.86
2.56,24.0,1.89,8.17,0.0,7.05
3.07,25.0,2.05,7.65,0.0,7.04
