radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
5.03,214.0,6.0,178.85,0.0,0.0
7.55,220.0,6.0,207.41,0.0,0.0
10.07,235.0,4.0,227.06,0.0,0.0
12.58,235.0,4.0,232.81,0.0,16.93
15.1,230.0,2.0,224.63,0.0,24.45
17.61,231.0,2.0,217.25,0.0,31.1
20.13,232.0,2.0,208.93,0.0,42.26
22.65,225.0,7.0,198.38,0.0,53.67
25.16,224.0,7.0,187.6,0.0,49.79
27.68,229.0,2.0,177.97,0.0,54.3
30.2,218.0,2.0,169.55,0.0,64.08
32.71,214.0,2.0,162.23,0.0,61.58
35.23,213.0,2.0,155.53,0.0,64.96
37.75,211.0,2.0,149.39,0.0,61.95
40.26,217.0,2.0,143.82,0.0,63.21
42.78,216.0,3.0,138.81,0.0,60.7
45.29,215.0,3.0,134.25,0.0,60.57
47.81,217.0,5.0,130.16,0.0,60.07
50.33,214.0,5.0,126.52,0.0,62.33
