radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.67,43.8,10.9,59.04,0.0,-1.86
1.32,64.2,7.71,76.34,0.0,-3.8
1.97,73.3,8.62,88.63,0.0,-4.48
2.62,84.2,8.4,96.45,0.0,7.23
3.28,96.2,5.67,105.73,0.0,12.91
3.93,102.0,4.79,114.11,0.0,15.03
4.58,104.0,5.67,116.44,0.0,16.47
5.22,106.0,5.37,115.33,0.0,19.07
5.9,106.0,5.24,114.16,0.0,21.96
6.54,108.0,5.22,111.48,0.0,24.08
7.19,111.0,4.68,108.69,0.0,26.59
7.87,114.0,4.61,108.61,0.0,28.42
8.51,116.0,4.47,108.62,0.0,29.67
9.16,117.0,5.22,106.75,0.0,30.73
9.84,118.0,5.22,102.47,0.0,33.62
10.48,120.0,4.5,98.04,0.0,36.6
11.13,121.0,3.62,94.48,0.0,38.63
11.78,122.0,3.17,91.23,0.0,39.4
12.43,122.0,2.74,88.36,0.0,39.69
13.08,122.0,3.18,85.84,0.0,40.46
13.73,123.0,3.56,83.43,0.0,42.0
14.38,124.0,4.31,80.87,0.0,43.44
15.03,124.0,4.76,78.55,0.0,44.21
15.68,123.0,5.23,76.81,0.0,45.27
16.33,123.0,5.66,75.17,0.0,46.72
16.98,123.0,5.62,73.49,0.0,48.07
17.72,121.0,5.67,71.61,0.0,49.41
18.28,122.0,6.32,70.3,0.0,50.57
19.02,122.0,6.35,68.7,0.0,51.53
19.67,121.0,5.86,67.38,0.0,52.02
20.32,120.0,5.94,66.16,0.0,52.11
20.97,119.0,6.13,65.01,0.0,51.82
