radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.09,231.0,52.9,12.18,80.49,-0.75
0.17,231.0,27.9,23.29,154.33,-0.9
0.26,231.0,16.4,35.2,203.79,-0.97
0.34,231.0,11.9,45.31,224.63,-1.0
0.43,232.0,8.04,56.16,236.57,-1.04
0.51,232.0,6.53,65.37,243.18,-1.11
0.6,232.0,4.75,75.35,248.89,-1.21
0.69,232.0,4.0,84.97,252.61,-1.34
0.77,233.0,5.69,93.17,255.01,-1.48
0.86,233.0,4.83,102.03,256.4,-1.64
0.95,234.0,10.8,110.51,257.17,-1.82
1.03,235.0,10.3,117.74,258.4,-2.0
1.11,235.0,10.6,124.74,258.76,-2.17
1.2,236.0,10.2,132.45,259.47,-2.35
1.29,237.0,10.6,139.94,259.74,-2.54
1.38,238.0,14.2,147.1,259.48,-2.73
1.46,238.0,14.1,153.23,258.65,-2.94
1.55,239.0,19.6,159.87,257.13,-3.15
1.63,240.0,17.8,165.58,255.36,-3.37
1.72,241.0,7.14,171.83,252.89,-3.59
1.8,242.0,11.9,177.21,250.43,-3.81
1.89,243.0,10.9,183.03,247.35,-4.02
1.98,244.0,17.6,188.55,244.09,-4.24
2.07,246.0,11.4,193.82,240.73,-4.48
2.15,247.0,12.9,198.33,237.68,-4.72
2.23,248.0,15.4,202.68,234.62,-4.99
2.32,249.0,17.6,207.44,231.17,-5.25
2.4,251.0,24.0,211.55,228.14,-5.52
2.49,252.0,10.1,216.16,224.74,-5.8
2.58,253.0,12.0,220.83,221.41,-6.06
2.67,254.0,6.34,225.64,218.17,-6.31
2.75,256.0,6.22,230.0,215.36,-6.56
2.83,257.0,5.6,234.46,212.6,-6.82
2.92,259.0,8.73,239.57,209.57,-7.07
3.0,260.0,5.19,243.97,206.96,-7.31
3.09,262.0,11.0,248.68,204.14,-7.55
3.18,263.0,16.0,252.98,201.42,-7.78
3.27,264.0,13.1,256.93,198.78,-8.0
3.35,266.0,11.8,260.17,196.48,-8.21
3.43,267.0,12.7,263.1,194.27,-8.4
4.21,280.0,5.52,282.25,175.61,-9.93
4.29,282.0,2.35,283.7,173.97,-10.07
4.38,283.0,5.1,285.12,172.2,-10.2
4.47,285.0,4.61,286.54,170.45,-10.32
4.8,290.0,10.8,290.98,164.51,-10.66
5.25,296.0,2.85,296.92,157.31,-10.87
5.32,298.0,1.92,297.8,156.27,-10.98
5.41,299.0,4.29,298.79,154.97,-10.98
5.5,300.0,4.92,299.65,153.7,-10.87
5.58,301.0,2.24,300.25,152.59,-10.87
5.67,302.0,4.59,300.59,151.39,-10.87
5.76,303.0,5.07,301.15,150.21,-10.77
6.0,306.0,7.89,302.48,147.17,-10.56
6.18,307.0,4.41,303.22,145.01,-10.25
6.27,308.0,3.2,303.58,143.96,-10.11
6.36,309.0,6.66,303.97,142.94,-9.94
6.45,310.0,5.83,304.41,141.93,-9.76
6.53,310.0,3.83,304.83,141.06,-9.58
6.61,311.0,2.41,305.34,140.2,-9.37
6.7,312.0,1.25,306.03,139.26,-9.15
6.79,312.0,3.61,306.85,138.35,-8.91
6.87,313.0,13.8,307.19,137.53,-8.64
6.96,313.0,4.58,307.95,136.63,-8.36
