radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
7.05,314.0,3.05,308.63,135.75,-8.05
7.2,315.0,1.38,309.44,134.31,-7.43
7.39,316.0,0.75,309.73,132.58,-6.59
7.47,316.0,8.57,309.53,131.86,-6.16
7.99,318.0,1.36,307.52,127.53,-2.38
8.08,318.0,16.0,307.34,126.82,-0.67
8.16,318.0,5.5,307.11,126.2,2.0
8.25,319.0,2.94,307.22,125.51,2.92
8.34,319.0,1.74,307.32,124.83,3.49
8.4,319.0,2.2,307.36,124.38,3.85
9.59,319.0,3.23,304.71,116.41,7.94
10.8,317.0,4.08,299.89,109.7,12.02
12.02,312.0,2.62,298.77,103.98,17.77
13.22,308.0,0.76,295.36,99.15,22.79
14.42,303.0,1.86,287.38,94.93,24.88
15.63,298.0,1.34,274.79,91.19,24.46
16.83,296.0,1.41,262.23,87.87,24.25
18.03,294.0,1.15,253.58,84.9,25.92
19.23,294.0,0.59,245.5,82.21,28.33
20.43,294.0,0.5,237.34,79.76,31.05
21.64,292.0,1.21,229.62,77.5,33.56
22.84,290.0,1.21,222.49,75.43,34.91
24.04,287.0,0.81,215.84,73.53,34.6
25.24,283.0,1.08,209.67,71.76,32.72
26.44,279.0,1.87,203.93,70.11,31.05
27.65,276.0,1.55,198.57,68.56,30.52
28.85,273.0,1.9,193.62,67.12,30.21
30.05,271.0,1.12,189.02,65.76,30.0
31.25,270.0,1.41,184.73,64.49,30.73
32.34,268.0,1.76,181.07,63.39,31.88
33.55,267.0,1.81,177.28,62.24,33.03
34.75,266.0,2.18,173.75,61.15,33.45
35.95,265.0,3.01,170.44,60.13,33.24
37.15,264.0,2.04,167.32,59.15,32.93
38.35,264.0,1.58,164.38,58.21,32.82
39.56,264.0,3.23,161.57,57.32,33.03
40.76,264.0,2.94,158.94,56.47,33.76
41.96,264.0,1.62,156.44,55.65,34.29
43.16,264.0,2.15,154.06,54.87,34.29
44.36,262.0,4.45,151.79,54.13,34.08
45.57,260.0,7.43,149.61,53.4,34.39
46.77,258.0,7.22,147.54,52.71,34.81
47.97,257.0,5.37,145.56,52.05,34.81
49.17,258.0,5.43,143.67,51.41,34.6
50.37,260.0,6.47,141.84,50.79,34.6
51.58,263.0,5.75,140.1,50.2,34.6
52.78,265.0,5.54,138.41,49.62,34.18
53.98,266.0,4.43,136.79,49.07,33.56
55.18,266.0,4.71,135.22,48.53,33.14
57.59,262.0,5.28,132.24,47.5,32.72
59.99,263.0,4.7,129.47,46.54,31.36
62.39,272.0,5.04,126.87,45.64,30.52
