radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.09,7.0,2.49,3.78,0.0,1.74
0.25,14.9,1.35,11.32,0.0,4.38
0.41,21.1,1.37,15.94,0.0,6.41
0.58,26.0,1.24,17.47,0.0,7.97
0.74,27.5,1.59,17.72,0.0,9.12
0.9,28.8,2.57,17.18,0.0,9.81
1.08,29.5,1.85,16.66,0.0,10.01
