radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.41,15.0,4.1,8.28,0.0,10.41
0.82,23.4,1.3,12.66,0.0,18.08
1.24,29.2,1.5,15.11,0.0,20.09
1.64,36.2,1.1,15.99,0.0,20.2
2.06,44.0,1.1,16.89,0.0,22.0
2.47,52.1,1.2,17.03,0.0,22.63
2.89,52.9,1.7,16.99,0.0,22.95
3.3,54.8,2.2,17.19,0.0,22.74
3.71,55.0,2.5,17.16,0.0,22.74
4.12,52.0,2.7,16.37,0.0,22.74
