radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.91,33.1,3.9,31.52,0.0,0.0
1.36,46.7,2.7,37.5,0.0,0.0
1.82,53.9,4.7,42.04,0.0,0.0
2.27,58.8,2.5,46.16,0.0,2.86
2.72,65.6,2.6,48.37,0.0,7.4
3.17,70.8,2.7,49.78,0.0,8.38
3.63,82.1,4.9,50.48,0.0,8.42
4.08,84.1,6.6,50.65,0.0,9.19
4.54,83.4,6.2,50.39,0.0,12.0
4.99,81.5,2.7,49.84,0.0,12.98
5.45,80.8,4.0,49.05,0.0,13.57
5.9,82.8,12.4,48.12,0.0,15.44
6.36,88.2,11.7,47.07,0.0,20.16
6.81,88.5,8.5,45.98,0.0,24.2
7.26,88.4,8.9,44.86,0.0,27.05
7.71,88.2,10.8,43.73,0.0,28.23
8.17,89.5,3.1,42.59,0.0,27.84
8.62,89.7,9.5,41.5,0.0,26.95
9.07,93.7,7.3,40.45,0.0,26.46
9.53,97.0,5.7,39.41,0.0,26.26
9.96,96.2,1.5,38.5,0.0,25.18
10.45,94.8,2.1,37.5,0.0,24.1
10.93,92.5,13.9,36.62,0.0,23.02
11.32,92.8,10.6,35.97,0.0,22.03
11.8,93.5,12.1,35.19,0.0,21.74
