radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.26,18.3,1.8,8.31,0.0,4.59
0.77,35.3,3.0,14.79,0.0,11.55
1.29,47.8,4.63,14.54,0.0,16.45
1.81,52.8,1.26,13.66,0.0,19.03
2.32,58.0,3.11,12.28,0.0,20.09
3.39,63.1,1.35,9.97,0.0,17.39
4.44,62.7,7.36,8.53,0.0,14.45
