radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
1.25,34.1,18.8,29.4,0.0,1.71
3.75,78.4,6.54,49.15,0.0,4.27
6.25,96.9,2.44,50.52,0.0,7.23
8.76,108.0,1.26,51.47,0.0,11.57
11.25,113.0,1.0,53.63,0.0,13.37
13.74,114.0,0.86,57.25,0.0,16.66
16.22,121.0,0.68,57.75,0.0,23.15
18.71,126.0,0.55,55.23,0.0,30.33
21.3,128.0,0.63,52.6,0.0,35.52
23.79,129.0,0.61,50.52,0.0,39.51
26.28,129.0,0.65,47.75,0.0,42.0
28.77,131.0,0.73,45.88,0.0,44.9
31.25,131.0,0.83,43.92,0.0,45.1
33.74,131.0,0.75,42.1,0.0,43.0
36.23,127.0,1.24,40.43,0.0,42.3
38.82,126.0,1.4,38.83,0.0,42.4
41.31,130.0,1.62,37.43,0.0,41.7
43.8,132.0,2.01,36.18,0.0,40.21
46.28,134.0,2.1,35.02,0.0,38.81
48.77,129.0,2.66,33.97,0.0,37.11
51.26,132.0,4.67,33.04,0.0,35.72
53.75,125.0,5.95,32.1,0.0,34.72
