radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.09,16.5,4.57,16.63,0.0,1.23
0.27,38.5,6.88,32.22,0.0,3.67
0.45,47.4,4.57,40.27,0.0,5.99
0.63,55.5,4.57,43.48,0.0,8.14
0.81,56.4,5.45,44.07,0.0,10.08
0.99,59.8,4.57,43.71,0.0,11.72
1.17,67.8,4.57,44.14,0.0,13.25
1.35,76.4,4.57,42.83,0.0,15.37
1.53,81.2,4.57,40.98,0.0,18.44
1.71,82.2,19.2,38.82,0.0,21.32
1.89,82.6,4.57,36.95,0.0,22.09
2.07,82.3,4.57,35.17,0.0,20.36
2.25,82.1,4.57,33.75,0.0,17.96
2.67,81.4,4.57,30.81,0.0,18.44
3.15,79.3,4.57,27.99,0.0,20.36
3.61,78.5,4.57,25.88,0.0,20.55
4.04,78.2,4.57,24.31,0.0,20.74
4.49,78.1,4.57,22.96,0.0,21.71
4.93,78.2,4.57,21.83,0.0,23.34
5.38,78.3,4.57,20.85,0.0,24.59
5.86,78.6,4.57,19.94,0.0,24.78
6.28,78.9,4.57,19.24,0.0,24.59
6.74,79.5,4.57,18.55,0.0,24.59
