radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.42,35.7,9.1,15.39,0.0,-1.7
1.47,83.3,9.3,40.7,0.0,-4.3
2.11,94.2,10.4,48.7,0.0,-3.8
2.84,97.6,9.1,53.6,0.0,-0.8
3.9,101.0,9.1,57.61,0.0,5.9
4.74,105.0,16.7,63.1,0.0,10.47
5.69,106.0,9.1,67.96,0.0,13.24
6.32,108.0,11.5,69.85,0.0,14.88
7.37,110.0,23.0,72.36,0.0,17.96
8.21,112.0,19.7,72.55,0.0,20.83
9.16,113.0,9.1,73.73,0.0,23.19
10.85,114.0,9.1,73.37,0.0,26.37
12.21,114.0,9.1,69.96,0.0,28.32
15.16,114.0,11.2,63.57,0.0,33.04
