radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.44,15.7,9.1,12.26,0.0,-2.08
1.32,44.5,9.1,28.49,0.0,-5.39
2.2,69.4,9.1,35.84,0.0,-6.26
3.08,90.0,11.4,40.15,0.0,-3.53
3.96,105.0,9.88,41.23,0.0,1.83
4.84,113.0,16.2,42.44,0.0,8.4
5.53,117.0,24.8,43.19,0.0,13.64
7.48,124.0,9.1,47.2,0.0,27.27
8.37,127.0,9.1,48.6,0.0,32.13
9.24,130.0,9.1,48.96,0.0,36.26
10.13,133.0,9.1,48.92,0.0,39.77
13.23,142.0,23.8,49.96,0.0,47.41
