radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.32,44.0,8.0,197.82,0.0,0.01
0.64,64.0,8.0,204.19,0.0,0.03
0.96,128.0,8.0,209.11,0.0,0.08
1.28,148.0,8.0,219.11,0.0,0.07
1.6,157.0,8.0,225.96,0.0,1.76
1.92,189.0,8.0,232.02,0.0,5.17
2.24,195.0,6.0,251.26,0.0,8.23
2.56,201.0,6.0,278.7,0.0,11.05
2.88,214.0,4.0,291.79,0.0,13.64
3.2,215.0,4.0,300.53,0.0,16.01
3.52,215.0,4.0,298.29,0.0,18.18
3.84,216.0,3.0,289.57,0.0,20.14
4.8,214.0,2.0,274.65,0.0,24.78
5.76,210.0,2.0,255.87,0.0,25.77
6.72,205.0,2.0,236.77,0.0,24.89
7.68,203.0,1.0,221.37,0.0,25.19
8.64,201.0,1.0,209.59,0.0,25.4
9.6,201.0,1.0,199.24,0.0,27.64
10.56,199.0,1.0,189.8,0.0,32.7
11.52,197.0,1.0,181.59,0.0,37.22
12.48,196.0,2.0,174.1,0.0,37.86
13.44,193.0,3.0,167.37,0.0,36.33
14.4,190.0,3.0,161.19,0.0,35.33
15.36,188.0,5.0,155.25,0.0,35.01
16.32,187.0,5.0,150.2,0.0,34.43
17.28,188.0,3.0,145.58,0.0,33.18
18.24,186.0,3.0,141.36,0.0,32.48
19.2,185.0,3.0,137.48,0.0,31.94
20.16,185.0,3.0,133.91,0.0,31.23
21.12,181.0,3.0,130.6,0.0,30.85
22.08,178.0,3.0,127.55,0.0,30.69
23.04,177.0,3.0,124.7,0.0,30.33
24.0,182.0,4.0,122.05,0.0,30.72
24.96,180.0,8.0,119.57,0.0,30.86
