radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
1.26,21.7,10.0,11.4,0.0,5.7
2.51,40.3,10.0,17.23,0.0,10.7
3.78,57.7,7.0,19.15,0.0,14.75
5.03,68.5,7.0,18.51,0.0,18.18
6.29,73.5,7.0,20.41,0.0,21.5
7.54,78.5,5.0,20.52,0.0,24.72
8.8,83.1,6.0,18.68,0.0,27.11
