radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.87,47.8,8.2,22.47,153.43,3.06
1.74,98.9,8.2,39.91,217.64,12.07
2.61,146.0,7.7,54.38,259.32,14.22
3.5,164.0,6.4,67.47,273.94,13.58
4.37,174.0,5.95,76.15,256.31,15.41
5.24,175.0,6.0,86.2,236.55,20.15
6.11,184.0,6.4,98.08,219.32,23.71
6.98,185.0,6.4,106.18,205.28,21.44
7.85,188.0,6.65,114.52,193.65,24.46
8.72,190.0,7.35,106.83,183.73,27.91
9.6,191.0,6.4,97.81,175.09,30.71
10.47,191.0,5.55,91.79,167.63,32.87
11.35,189.0,5.95,87.56,161.03,33.95
12.19,186.0,6.85,84.33,155.43,32.87
13.12,183.0,6.4,81.01,149.82,32.44
13.94,179.0,6.85,78.12,145.35,31.36
14.86,177.0,7.25,75.23,140.78,30.5
15.79,177.0,8.55,72.41,136.57,31.36
16.72,178.0,12.0,69.87,132.72,33.41
