radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
1.87,27.7,3.0,18.19,0.0,8.68
3.36,42.4,1.5,19.75,0.0,15.07
4.86,52.5,1.0,19.94,0.0,20.59
6.35,55.6,1.0,19.17,0.0,24.61
7.85,58.6,1.1,18.71,0.0,26.94
9.34,59.0,1.2,17.41,0.0,27.6
10.83,60.0,1.3,16.05,0.0,26.77
12.33,62.2,1.0,15.01,0.0,24.9
